;Latitude;Longitude;time;area;0
4549;"64ø18'0.0""";"163ø40'30.0""";K;4;1
4550;"64ø27'0.0""";"163ø17'30.0""";K;4;1
4561;"64ø17'0.0""";"163ø6'0.0""";K;4;1
4563;"64ø8'0.0""";"163ø10'0.0""";K;4;1
4567;"68ø34'0.0""";"174ø5'0.0""";K;4;1
4569;"69ø32'0.0""";"162ø57'0.0""";K;4;1
4576;"59ø5'30.0""";"162ø18'0.0""";K;4;1
4577;"64ø15'0.0""";"172ø49'0.0""";K;4;1
4579;"65ø53'0.0""";"162ø5'0.0""";K;4;1
4580;"64ø27'0.0""";"163ø17'30.0""";K;4;1
4584;"63ø24'10.0""";"163ø15'45.0""";K;4;1
4588;"63ø10'30.0""";"163ø26'0.0""";K;4;1
4607;"64ø20'0.0""";"163ø8'0.0""";K;4;1
4611;"64ø21'15.0""";"166ø27'0.0""";K;4;1
4612;"66ø7'0.0""";"165ø43'0.0""";K;4;3
